variable,label
OHX24LAS,LOA: Mnd L(CI) MF calculated AL(mm)
OHX24LAP,LOA: Mnd L(CI) DL calculated AL(mm)
OHX24LAL,LOA: Mnd L(CI) MdL calculated AL(mm)
OHX24LAA,LOA: Mnd L(CI) ML calculated AL(mm)
OHX25CJD,LOA: Mnd R(CI) DF FGM-CEJ(mm)
OHX25CJM,LOA: Mnd R(CI) MdF FGM-CEJ(mm)
OHX25CJS,LOA: Mnd R(CI) MF FGM-CEJ(mm)
OHX25CJP,LOA: Mnd R(CI) DL FGM-CEJ(mm)
OHX25CJL,LOA: Mnd R(CI) MdL FGM-CEJ(mm)
OHX25CJA,LOA: Mnd R(CI) ML FGM-CEJ(mm)
OHX25PCD,LOA: Mnd R(CI) DF FGM-sulcus(mm)
OHX25PCM,LOA: Mnd R(CI) MdF FGM-sulcus(mm)
OHX25PCS,LOA: Mnd R(CI) MF FGM-sulcus(mm)
OHX25PCP,LOA: Mnd R(CI) DL FGM-sulcus(mm)
OHX25PCL,LOA: Mnd R(CI) MdL FGM-sulcus(mm)
OHX25PCA,LOA: Mnd R(CI) ML FGM-sulcus(mm)
OHX25LAD,LOA: Mnd R(CI) DF calculated AL(mm)
OHX25LAM,LOA: Mnd R(CI) MdF calculated AL(mm)
OHX25LAS,LOA: Mnd R(CI) MF calculated AL(mm)
OHX25LAP,LOA: Mnd R(CI) DL calculated AL(mm)
OHX25LAL,LOA: Mnd R(CI) MdL calculated AL(mm)
OHX25LAA,LOA: Mnd R(CI) ML calculated AL(mm)
OHX26CJD,LOA: Mnd R(LI) DF FGM-CEJ(mm)
OHX26CJM,LOA: Mnd R(LI) MdF FGM-CEJ(mm)
OHX26CJS,LOA: Mnd R(LI) MF FGM-CEJ(mm)
OHX26CJP,LOA: Mnd R(LI) DL FGM-CEJ(mm)
OHX26CJL,LOA: Mnd R(LI) MdL FGM-CEJ(mm)
OHX26CJA,LOA: Mnd R(LI) ML FGM-CEJ(mm)
OHX26PCD,LOA: Mnd R(LI) DF FGM-sulcus(mm)
OHX26PCM,LOA: Mnd R(LI) MdF FGM-sulcus(mm)
OHX26PCS,LOA: Mnd R(LI) MF FGM-sulcus(mm)
OHX26PCP,LOA: Mnd R(LI) DL FGM-sulcus(mm)
OHX26PCL,LOA: Mnd R(LI) MdL FGM-sulcus(mm)
OHX26PCA,LOA: Mnd R(LI) ML FGM-sulcus(mm)
OHX26LAD,LOA: Mnd R(LI) DF calculated AL(mm)
OHX26LAM,LOA: Mnd R(LI) MdF calculated AL(mm)
OHX26LAS,LOA: Mnd R(LI) MF calculated AL(mm)
OHX26LAP,LOA: Mnd R(LI) DL calculated AL(mm)
OHX26LAL,LOA: Mnd R(LI) MdL calculated AL(mm)
OHX26LAA,LOA: Mnd R(LI) ML calculated AL(mm)
OHX27CJD,LOA: Mnd R(C) DF FGM-CEJ(mm)
OHX27CJM,LOA: Mnd R(C) MdF FGM-CEJ(mm)
OHX27CJS,LOA: Mnd R(C) MF FGM-CEJ(mm)
OHX27CJP,LOA: Mnd R(C) DL FGM-CEJ(mm)
OHX27CJL,LOA: Mnd R(C) MdL FGM-CEJ(mm)
OHX27CJA,LOA: Mnd R(C) ML FGM-CEJ(mm)
OHX27PCD,LOA: Mnd R(C) DF FGM-sulcus(mm)
OHX27PCM,LOA: Mnd R(C) MdF FGM-sulcus(mm)
OHX27PCS,LOA: Mnd R(C) MF FGM-sulcus(mm)
OHX27PCP,LOA: Mnd R(C) DL FGM-sulcus(mm)
OHX27PCL,LOA: Mnd R(C) MdL FGM-sulcus(mm)
OHX27PCA,LOA: Mnd R(C) ML FGM-sulcus(mm)
OHX27LAD,LOA: Mnd R(C) DF calculated AL(mm)
OHX27LAM,LOA: Mnd R(C) MdF calculated AL(mm)
OHX27LAS,LOA: Mnd R(C) MF calculated AL(mm)
OHX27LAP,LOA: Mnd R(C) DL calculated AL(mm)
OHX27LAL,LOA: Mnd R(C) MdL calculated AL(mm)
OHX27LAA,LOA: Mnd R(C) ML calculated AL(mm)
OHX28CJD,LOA: Mnd R(1B) DF FGM-CEJ(mm)
OHX28CJM,LOA: Mnd R(1B) MdF FGM-CEJ(mm)
OHX28CJS,LOA: Mnd R(1B) MF FGM-CEJ(mm)
OHX28CJP,LOA: Mnd R(1B) DL FGM-CEJ(mm)
OHX28CJL,LOA: Mnd R(1B) MdL FGM-CEJ(mm)
OHX28CJA,LOA: Mnd R(1B) ML FGM-CEJ(mm)
OHX28PCD,LOA: Mnd R(1B) DF FGM-sulcus(mm)
OHX28PCM,LOA: Mnd R(1B) MdF FGM-sulcus(mm)
OHX28PCS,LOA: Mnd R(1B) MF FGM-sulcus(mm)
OHX28PCP,LOA: Mnd R(1B) DL FGM-sulcus(mm)
OHX28PCL,LOA: Mnd R(1B) MdL FGM-sulcus(mm)
OHX28PCA,LOA: Mnd R(1B) ML FGM-sulcus(mm)
OHX28LAD,LOA: Mnd R(1B) DF calculated AL(mm)
OHX28LAM,LOA: Mnd R(1B) MdF calculated AL(mm)
OHX28LAS,LOA: Mnd R(1B) MF calculated AL(mm)
OHX28LAP,LOA: Mnd R(1B) DL calculated AL(mm)
OHX28LAL,LOA: Mnd R(1B) MdL calculated AL(mm)
OHX28LAA,LOA: Mnd R(1B) ML calculated AL(mm)
OHX29CJD,LOA: Mnd R(2B) DF FGM-CEJ(mm)
OHX29CJM,LOA: Mnd R(2B) MdF FGM-CEJ(mm)
OHX29CJS,LOA: Mnd R(2B) MF FGM-CEJ(mm)
OHX29CJP,LOA: Mnd R(2B) DL FGM-CEJ(mm)
OHX29CJL,LOA: Mnd R(2B) MdL FGM-CEJ(mm)
OHX29CJA,LOA: Mnd R(2B) ML FGM-CEJ(mm)
OHX29PCD,LOA: Mnd R(2B) DF FGM-sulcus(mm)
OHX29PCM,LOA: Mnd R(2B) MdF FGM-sulcus(mm)
OHX29PCS,LOA: Mnd R(2B) MF FGM-sulcus(mm)
OHX29PCP,LOA: Mnd R(2B) DL FGM-sulcus(mm)
OHX29PCL,LOA: Mnd R(2B) MdL FGM-sulcus(mm)
OHX29PCA,LOA: Mnd R(2B) ML FGM-sulcus(mm)
OHX29LAD,LOA: Mnd R(2B) DF calculated AL(mm)
OHX29LAM,LOA: Mnd R(2B) MdF calculated AL(mm)
OHX29LAS,LOA: Mnd R(2B) MF calculated AL(mm)
OHX29LAP,LOA: Mnd R(2B) DL calculated AL(mm)
OHX29LAL,LOA: Mnd R(2B) MdL calculated AL(mm)
OHX29LAA,LOA: Mnd R(2B) ML calculated AL(mm)
OHX30CJD,LOA: Mnd R(1M) DF FGM-CEJ(mm)
OHX30CJM,LOA: Mnd R(1M) MdF FGM-CEJ(mm)
OHX30CJS,LOA: Mnd R(1M) MF FGM-CEJ(mm)
OHX30CJP,LOA: Mnd R(1M) DL FGM-CEJ(mm)
OHX30CJL,LOA: Mnd R(1M) MdL FGM-CEJ(mm)
OHX30CJA,LOA: Mnd R(1M) ML FGM-CEJ(mm)
OHX30PCD,LOA: Mnd R(1M) DF FGM-sulcus(mm)
OHX30PCM,LOA: Mnd R(1M) MdF FGM-sulcus(mm)
OHX30PCS,LOA: Mnd R(1M) MF FGM-sulcus(mm)
OHX30PCP,LOA: Mnd R(1M) DL FGM-sulcus(mm)
OHX30PCL,LOA: Mnd R(1M) MdL FGM-sulcus(mm)
OHX30PCA,LOA: Mnd R(1M) ML FGM-sulcus(mm)
OHX30LAD,LOA: Mnd R(1M) DF calculated AL(mm)
OHX30LAM,LOA: Mnd R(1M) MdF calculated AL(mm)
OHX30LAS,LOA: Mnd R(1M) MF calculated AL(mm)
OHX30LAP,LOA: Mnd R(1M) DL calculated AL(mm)
OHX30LAL,LOA: Mnd R(1M) MdL calculated AL(mm)
OHX30LAA,LOA: Mnd R(1M) ML calculated AL(mm)
OHX31CJD,LOA: Mnd R(2M) DF FGM-CEJ(mm)
OHX31CJM,LOA: Mnd R(2M) MdF FGM-CEJ(mm)
OHX31CJS,LOA: Mnd R(2M) MF FGM-CEJ(mm)
OHX31CJP,LOA: Mnd R(2M) DL FGM-CEJ(mm)
OHX31CJL,LOA: Mnd R(2M) MdL FGM-CEJ(mm)
OHX31CJA,LOA: Mnd R(2M) ML FGM-CEJ(mm)
OHX31PCD,LOA: Mnd R(2M) DF FGM-sulcus(mm)
OHX31PCM,LOA: Mnd R(2M) MdF FGM-sulcus(mm)
OHX31PCS,LOA: Mnd R(2M) MF FGM-sulcus(mm)
OHX31PCP,LOA: Mnd R(2M) DL FGM-sulcus(mm)
OHX31PCL,LOA: Mnd R(2M) MdL FGM-sulcus(mm)
OHX31PCA,LOA: Mnd R(2M) ML FGM-sulcus(mm)
OHX31LAD,LOA: Mnd R(2M) DF calculated AL(mm)
OHX31LAM,LOA: Mnd R(2M) MdF calculated AL(mm)
OHX31LAS,LOA: Mnd R(2M) MF calculated AL(mm)
OHX31LAP,LOA: Mnd R(2M) DL calculated AL(mm)
OHX31LAL,LOA: Mnd R(2M) MdL calculated AL(mm)
OHX31LAA,LOA: Mnd R(2M) ML calculated AL(mm)
OHDRCSTS,Recommendation Care Status Code
OHAREC,Overall recommendation for care
OHAROCDT,Decayed teeth
OHAROCGP,Gum disease/problem
OHAROCOH,Oral hygiene
OHAROCCI,Impression of soft tissue condition
OHAROCDE,Denture/Partial Denture/Plates
OHARNF,No significant findings
OHAROTH,Some other finding (specify w/referral)
OHAPOS,Was participant exam position recumbent
PAXDAYD,Day of PAM measurements for this day
PAXDAYWD,Day of the week
PAXSSNDP,Starting sample number for the day
PAXMSTD,Start time: (HH:MM:SS)
PAXTMD,Total minutes with data for this day
PAXAISMD,Day count: 80hz data in idle sleep mode
PAXVMD,"Day count: mins valid data, no QC flag"
PAXMTSD,Day sum: MIMS triaxial value
PAXWWMD,Day sum: valid wake wear minutes
PAXSWMD,Day sum: valid sleep wear minutes
PAXNWMD,Day sum: valid non-wear minutes
PAXUMD,Day sum: valid unknown minutes
PAXLXSD,Day sum: lux values for valid minutes
PAXQFD,Day sum: data quality flag count
PAXSTS,Physical activity monitor data status
PAXSENID,PAM device ID
PAXFDAY,Day of the week measurement started
PAXLDAY,The last day when the measurements taken
PAXFTIME,First data timestamp in GT3X (HH:MM:SS)
PAXETLDY,Timestamp at end of last day (HH:MM:SS)
PAXHAND,PAM worn on non-dominant hand
PAXORENT,Wrist PAM orientation
PAXDAYH,Day of PAM measurements for this hour
PAXDAYWH,Day of the week for this hour
PAXSSNHP,Starting sample number for the hour
PAXTMH,Total minutes with data for this hour
PAXAISMH,Hour count: 80hz data in idle sleep mode
PAXVMH,"Hour count: mins valid data, no QC flag"
PAXMTSH,Hour sum: MIMS triaxial value
PAXWWMH,Hour sum: valid wake wear minutes
PAXSWMH,Hour sum: valid sleep wear minutes
PAXNWMH,Hour sum: valid non-wear minutes
PAXUMH,Hour sum: valid unknown minutes
PAXLXSH,Hour sum: lux values for valid minutes
PAXQFH,Hour sum: data quality flag count
PAXDAYM,Day of PAM measurements for this minute
PAXDAYWM,Day of the week for this minute
PAXSSNMP,Starting sample number for minute
PAXTSM,Total seconds with data for this minute
PAXAISMM,Minute count: 80hz data idle sleep mode
PAXMTSM,MIMS triaxial value for the minute
PAXMXM,MIMS X-axis value for the minute
PAXMYM,MIMS Y-axis value for the minute
PAXMZM,MIMS Z-axis value for the minute
PAXPREDM,Minute wake/sleep/non-wear prediction
PAXTRANM,Transition flag for wake/sleep/non-wear
PAXLXSM,Sum: lux values in this minute
PAXLXSDM,Std deviation: lux values in this minute
PAXQFM,Minute sum: data quality flag count
PAXFLGSM,Quality flags triggered
CSXEXSTS,Overall Taste & Smell Exam Status
CSXEXCMT,Taste & Smell Exam Status Comment Code
CSQ245,Ever had quinine allergy?
CSQ241,Currently pregnant or breast feeding?
CSQ260a,Sneeze Frequently?
CSQ260d,Have Discolored Nasal Mucus?
CSQ260g,Have Nasal Blockage?
CSQ260i,Have Sinus Pain?
CSQ260n,Runny Nose?
CSQ260m,None of the above?
CSQ270,Type of Nasal Blockage
CSQ450,Low intermediate light (85 candelas/m2)
CSQ460,High intermediate light(439 candelas/m2)
CSQ470,Medium test light (193 candelas/m2)
CSQ480,Low test light (4.3 candelas/m2)
CSQ490,High test light (1000 candelas/m2)
CSXQUIPG,Tongue Tip Test: 1 mM Quinine gLMS
CSXQUIPT,Tongue Tip 1mM Quinine: What Was Taste?
CSXNAPG,Tongue Tip Test: 1M NaCl gLMS
CSXNAPT,Tongue Tip 1M NaCl: What Was Taste?
CSXQUISG,Whole Mouth Test: 1 mM Quinine gLMS
CSXQUIST,Whole Mouth 1 mM Quinine: What Was Taste
CSXSLTSG,Whole Mouth Test: 1 M NaCl gLMS
CSXSLTST,Whole Mouth 1 M NaCl: What Was Taste?
CSXNASG,Whole Mouth Test: .32 M NaCl gLMS
CSXNAST,Whole Mouth .32 NaCl: What Was Taste?
CSXTSEQ,Whole Mouth Taste Test Sequence
CSXCHOOD,Smell Test: Chocolate Scent
CSXSBOD,Smell Test: Strawberry Scent
CSXSMKOD,Smell Test: Smoke Scent
CSXLEAOD,Smell Test: Leather Scent
CSXSOAOD,Smell Test: Soap Scent
CSXGRAOD,Smell Test: Grape Scent
CSXONOD,Smell Test: Onion Scent
CSXNGSOD,Smell Test: Natural Gas Scent
CSXSLTRT,Whole Mouth Repeat: 1M NaCl gLMS
CSXSLTRG,Repeat 1M NaCl: What Was Taste?
CSXNART,Whole Mouth Repeat: 0.32M NaCl gLMS
CSXNARG,Repeat .32M NaCl: What Was Taste?
CSAEFFRT,Participant's Understanding of Test
WTSA2YR,Subsample A weights
LBXACR,Acrylamide (pmol/g Hb)
LBDACRLC,Acrylamide comment code
LBXGLY,Glycideamide (pmol/g Hb)
LBDGLYLC,Glycidamide comment code
WTFSM,Smoking weights
URXUMA,"Albumin, urine (ug/mL)"
URXUMS,"Albumin, urine (mg/L)"
URXUCR,"Creatinine, urine (mg/dL)"
URXCRS,"Creatinine, urine (umol/L)"
URDACT,Albumin creatinine ratio (mg/g)
WTALD2YR,Two Year Aldehyde Subsample Weights
LBXBZAL,Benzaldehyde (ng/mL)
LBDBZLC,Benzaldehyde Comment Code
LBX4AL,Butyraldehyde (ng/mL)
LBD4ALC,Butyraldehyde Comment Code
LBXCRAL,Crotonaldehyde (ng/mL)
LBDCRLC,Crotonaldehyde Comment Code
LBX10AL,Decanaldehyde (ng/mL)
LBD10ALC,Decanaldehyde Comment Code
LBX7AL,Heptanaldehyde (ng/mL)
LBD7ALC,Heptanaldehyde Comment Code
LBX6AL,Hexanaldehyde (ng/mL)
LBD6ALC,Hexanaldehyde Comment Code
LBXI5AL,Isopentanaldehyde (ng/mL)
LBDI5ALC,Isopentanaldehyde Comment Code
LBX9AL,Nonanaldehyde (ng/mL)
LBD9ALC,Nonanaldehyde Comment Code
LBX8AL,Octanaldehyde (ng/mL)
LBD8ALC,Octanaldehyde Comment Code
LBXTLAL,o-Tolualdehyde (ng/mL)
LBDTLALC,o-Tolualdehyde Comment Code
LBX5AL,Pentanaldehyde (ng/mL)
LBD5ALC,Pentanaldehyde Comment Code
LBX3AL,Propanaldehyde (ng/mL)
LBD3ALC,Propanaldehyde Comment Code
WTALDS2Y,Two Year Aldehyde Smoking Weights
WTSAF2YR,Fasting Subsample 2 Year MEC Weight
LBXAPB,Apolipoprotein (B) (mg/dL)
LBDAPBSI,Apolipoprotein (B) (g/L)
URX1NP,"1-Aminonaphthalene, urine (pg/mL)"
URD1NPLC,"1-Aminonaphthalene, urine Comment Code"
URX2NP,"2-Aminonaphthalene, urine (pg/mL)"
URD2NPLC,"2-Aminonaphthalene, urine Comment Code"
URX4BP,"4-Aminobiphenyl, urine (pg/mL)"
URD4BPLC,"4-Aminobiphenyl, urine Comment Code"
URXANS,"o-Anisidine, urine (pg/mL)"
URDANSLC,"o-Anisidine, urine Comment Code"
URXDMN,"2,6-Dimethylaniline, urine (pg/mL)"
URDDMNLC,"2,6-Dimethylaniline, urine Comment Code"
URXOTD,"o-Toluidine, urine (pg/mL)"
URDOTDLC,"o-Toluidine, urine Comment Code"
URXUAS,"Urinary arsenic, total (ug/L)"
URDUASLC,"Urinary arsenic, total Comment Code"
URXUAS3,Urinary Arsenous acid (ug/L)
URDUA3LC,Urinary Arsenous acid comment code
URXUAS5,Urinary Arsenic acid (ug/L)
URDUA5LC,Urinary Arsenic acid comment code
URXUAB,Urinary Arsenobetaine (ug/L)
URDUABLC,Urinary Arsenobetaine comment code
URXUAC,Urinary Arsenocholine (ug/L)
URDUACLC,Urinary Arsenocholine comment code
URXUDMA,Urinary Dimethylarsinic acid (ug/L)
URDUDALC,Urinary Dimethylarsinic acid comment cod
URXUMMA,Urinary Monomethylacrsonic acid (ug/L)
URDUMMAL,Urinary MMA acid comment code
SAMPLEID,Pool identification number
RIDAGGRP,Age group
RIANSMP,Number of samples in a pool
WTBSMSMA,Sum of adjusted subsample B weights
LBCBB1,"2,2',4,4',5,5'-hexabromobiphenyl (pg/g)"
LBCBB1LA,"2,2',4,4',5,5'-hxbrmbiphl lpd adj (ng/g)"
LBDBB1LC,"2,2',4,4',5,5'-hexabromobiphenyl comnt"
LBCBR1,"2,2',4-tribromodiphenyl ether (pg/g)"
LBCBR1LA,"2,2',4-tribrmobiphl ether lpd adj (ng/g)"
LBDBR1LC,"2,2',4-tribromodiphenyl ether comment"
LBCBR11,Decabromodiphenyl ether (pg/g)
LBCBR11L,Decabromodiphenyl ether lipid adj (ng/g)
LBDBR11C,Decabromodiphenyl ether comment
LBCBR2,"2,4,4'-tribromodiphenyl ether (pg/g)"
LBCBR2LA,"2,4,4'-tribrmdphenyl ethr lpd adj (ng/g)"
LBDBR2LC,"2,4,4'-tribromodiphenyl ether comment"
LBCBR3,"2,2',4,4'-tetrabromodiphenyl ethr (pg/g)"
LBCBR3LA,"2,2',4,4'-tebrmdphnyl ethr lpd adj(ng/g)"
LBDBR3LC,"2,2',4,4'-tetrabromphenyl ether comment"
LBCBR4,"2,2',3,4,4'-pentbromodiphenyl ethr(pg/g)"
LBCBR4LA,"2,2',3,4,4'-pntabromphnyl lpd adj (ng/g)"
LBDBR4LC,"2,2',3,4,4'-pentabromphenyl ether comt"
LBCBR5,"2,2',4,4',5-pentabromodiphnyl ethr(pg/g)"
LBCBR5LA,"2,2',4,4',5-pntabromphenyl lpd adj(ng/g)"
LBDBR5LC,"2,2',4,4',5-pentabromphenyl ether comt"
LBCBR6,"2,2',4,4',6-pentabromodiphyl ether(pg/g)"
LBCBR6LA,"2,2',4,4',6-pentabromdphyl lpd adj(ng/g)"
LBDBR6LC,"2,2',4,4',6-pentabromdphenyl ether comt"
LBCBR66,"2,3',4,4'-tetrabromodiphenyl ether(pg/g)"
LBCBR66L,"2,3',4,4'-tetrabromodiphyl lpd adj(ng/g)"
LBDBR66C,"2,3',4,4'-tetrabromodiphenyl ether comt"
LBCBR7,"2,2',4,4',5,5'-hxbromodiphnyl ethr(pg/g)"
LBCBR7LA,"2,2',4,4',5,5'-hxbrmphenyl lpd adj(ng/g)"
LBDBR7LC,"2,2',4,4',5,5'-hexabromphenyl ether comt"
LBCBR8,"2,2',4,4',5,6'-hxabromodiphyl ethr(pg/g)"
LBCBR8LA,"2,2',4,4',5,6'-hxbrmphenyl lpd adj(ng/g)"
LBDBR8LC,"2,2',4,4',5,6'-hexabromphenyl ether comt"
LBCBR9,"2,2',3,4,4',5',6-hptbrodiphyl ethr(pg/g)"
LBCBR9LA,"2,2',3,4,4',5',6-hptbrphnl lpd adj(ng/g)"
LBDBR9LC,"2,2',3,4,4',5',6-heptabrophenl ether cmt"
WTSC2YR,Two-year C subsample weights
URXMU1,1-methyluric acid (umol/L)
URDMU1LC,1-methyluric acid comment code
URXMU2,3-methyluric acid (umol/L)
URDMU2LC,3-methyluric acid comment code
URXMU3,7-methyluric acid (umol/L)
URDMU3LC,7-methyluric acid comment code
URXMU4,"1,3-dimethyluric acid (umol/L)"
URDMU4LC,"1,3-dimethyluric acid comment code"
URXMU5,"1,7-dimethyluric acid (umol/L)"
URDMU5LC,"1,7-dimethyluric acid comment code"
URXMU6,"3,7-dimethyluric acid (umol/L)"
URDMU6LC,"3,7-dimethyluric acid comment code"
URXMU7,"1,3,7-trimethyluric acid (umol/L)"
URDMU7LC,"1,3,7-trimethyluric acid comment code"
URXMX1,1-methylxanthine (umol/L)
URDMX1LC,1-methylxanthine comment code
URXMX2,3-methylxanthine (umol/L)
URDMX2LC,3-methylxanthine comment code
URXMX3,7-methylxanthine (umol/L)
URDMX3LC,7-methylxanthine comment code
URXMX4,"1,3-dimethylxanthine(theophylline)umol/L"
URDMX4LC,"1,3-dimethylxanthine comment code"
URXMX5,"1,7-dimethylxanthine(paraxanthine)umol/L"
URDMX5LC,"1,7-dimethylxanthine comment code"
URXMX6,"3,7-dimethylxanthine(theobromine)umol/L"
URDMX6LC,"3,7-dimethylxanthine comment code"
URXMX7,"1,3,7-trimethylxanthine(caffeine)umol/L"
URDMX7LC,"1,3,7-trimethylxanthine comment code"
URXAMU,5-actylamino-6-amno-3-methyluracil(uM/L)
URDAMULC,5-actylamno-6-amno-3-methylucl cmnt code
URXUCL,"Chlamydia, urine"
SSCTEIA,Chlamydia Pgp3 ELISA
SSCTMBA,Chlamydia Pgp3 MBA
SSCTEIOD,Chlamydia Pgp3 EIA Optical Density
SSCTMBFI,Chlamydia Pgp3 MBA medium fluorest inten
LBDHDD,Direct HDL-Cholesterol (mg/dL)
LBDHDDSI,Direct HDL-Cholesterol (mmol/L)
LBXTR,Triglyceride (mg/dL)
LBDTRSI,Triglyceride (mmol/L)
LBDLDL,LDL-cholesterol (mg/dL)
LBDLDLSI,LDL-cholesterol (mmol/L)
LBXTC,Total Cholesterol( mg/dL)
LBDTCSI,Total Cholesterol( mmol/L)
LBXWBCSI,White blood cell count (1000 cells/uL)
LBXLYPCT,Lymphocyte percent (%)
LBXMOPCT,Monocyte percent (%)
LBXNEPCT,Segmented neutrophils percent (%)
LBXEOPCT,Eosinophils percent (%)
LBXBAPCT,Basophils percent (%)
LBDLYMNO,Lymphocyte number (1000 cells/uL)
LBDMONO,Monocyte number (1000 cells/uL)
LBDNENO,Segmented neutrophils num (1000 cell/uL)
LBDEONO,Eosinophils number (1000 cells/uL)
LBDBANO,Basophils number (1000 cells/uL)
LBXRBCSI,Red blood cell count (million cells/uL)
LBXHGB,Hemoglobin (g/dL)
LBXHCT,Hematocrit (%)
LBXMCVSI,Mean cell volume (fL)
LBXMCHSI,Mean cell hemoglobin (pg)
LBXMC,MCHC (g/dL)
LBXRDW,Red cell distribution width (%)
LBXPLTSI,Platelet count (1000 cells/uL)
LBXMPSI,Mean platelet volume (fL)
LBXSCU,Serum Copper (ug/dL)
LBDSCUSI,Serum Copper (umol/L)
LBXSSE,Serum Selenium (ug/L)
LBDSSESI,Serum Selenium (umol/L)
LBXSZN,Serum Zinc (ug/dL)
LBDSZNSI,Serum Zinc (umol/L)
LBXCOT,"Cotinine, Serum (ng/mL)"
LBDCOTLC,"Cotinine, Serum Comment Code"
LBDHCTLC,"Hydroxycotinine, Serum Comment Code"
URXCOTT,"Total Cotinine, urine (ng/mL)"
URDCOTLC,"Total Cotinine, urine Comment Code"
URXHCTT,"Total Hydroxycotinine, urine (ng/mL)"
URDHCTLC,"Total Hydroxycotinine, urine Comt Code"
URXANBT,"Anabasine, urine (ng/mL)"
URDANBLC,"Anabasine, urine Comment Code"
URXANTT,"Anatabine, urine (ng/mL)"
URDANTLC,"Anatabine, urine Comment Code"
URXCOXT,"Cotinine-n-oxide, urine (ng/mL)"
URDCOXLC,"Cotinine-n-oxide, urine Comment Code"
URXNICT,"Nicotine, urine (ng/mL)"
URDNICLC,"Nicotine, urine Comment Code"
URXNNCT,"Nornicotine, urine (ng/mL)"
URDNCTLC,"Nornicotine, urine Comment Code"
URXNOXT,"Nicotine-1 N-oxide, urine (ng/mL)"
URDNOXLC,"Nicotine-1 N-oxide, urine Comment Code"
URDTNE2,TNE - 2 (nmol/mL)
URDTNE3,TNE - 3 (nmol/mL)
URDTNE6,TNE - 6 (nmol/mL)
URXDEE,DEET (ug/L)
URDDEELC,DEET comment code
URXDEA,DEET acid (ug/L)
URDDEALC,DEET acid comment code
URXDHD,Desethyl hydroxy DEET (ug/L)
URDDHDLC,Desethyl hydroxy DEET Comment Code
PHQ020,Coffee or tea with cream or sugar?
PHACOFHR,Coffee/tea fast time (hours)
PHACOFMN,Coffee/tea fast time (minutes)
PHQ030,"Alcohol, such as beer, wine, or liquor?"
PHAALCHR,Alcohol fast time (hours)
PHAALCMN,Alcohol fast time (minutes)
PHQ040,"Gum, mints, lozenges or cough drops"
PHAGUMHR,"Gum, mints cough drops fast time (hours)"
PHAGUMMN,"Gum, mints, cough fast time (minutes)"
PHQ050,"Antacids, laxatives, or anti-diarrheals?"
PHAANTHR,"Antacids, laxatives fast time (hours)"
PHAANTMN,"Antacids, laxatives fast time (minutes)"
PHQ060,Dietary supplements?
PHASUPHR,Dietary supplements fast time (hours)
PHASUPMN,Dietary supplements fast time (minutes)
PHAFSTHR,"Total length of ""food fast,"" hours"
PHAFSTMN,"Total length of  ""food fast,"" minutes"
PHDSESN,Session in which SP was examined
LBDPFL,"Fluoride, plasma (umol/L) average 2"
LBDPFLLC,"Fluoride, plasma comment code"
LBDWFL,"Fluoride, water (mg/L) average 2 values"
LBDWFLLC,"Fluoride, water comment code"
LBDRFO,RBC folate (ng/mL)
LBDRFOSI,RBC folate (nmol/L)
LBDFOTSI,Serum total folate (nmol/L)
LBDFOT,Serum total folate (ng/mL)
LBXSF1SI,5-Methyl-tetrahydrofolate (nmol/L)
LBDSF1LC,5-Methyl-tetrahydrofolate cmt
LBXSF2SI,Folic acid (nmol/L)
LBDSF2LC,Folic acid cmt
LBXSF3SI,5-Formyl-tetrahydrofolate (nmol/L)
LBDSF3LC,5-Formyl-tetrahydrofolate cmt
LBXSF4SI,Tetrahydrofolate (nmol/L)
LBDSF4LC,Tetrahydrofolate cmt
LBXSF5SI,"5,10-Methenyl-tetrahydrofolate (nmol/L)"
LBDSF5LC,"5,10-Methenyl-tetrahydrofolate cmt"
LBXSF6SI,Mefox oxidation product (nmol/L)
LBDSF6LC,Mefox oxidation product cmt
LBXFOR,Formaldehyde (nmol/g HB)
LBDFORLC,Formaldehyde comment code
LBXGH,Glycohemoglobin (%)
LBXHA,Hepatitis A antibody
LBXHBC,Hepatitis B core antibody
LBDHBG,Hepatitis B surface antigen
LBDHD,Hepatitis D (anti-HDV)
LBXHBS,Hepatitis B Surface Antibody
LBDHCI,Hepatitis C Antibody (confirmed)
LBXHCR,Hepatitis C RNA (HCV-RNA)
LBXHCG,Hepatitis C genotype
LBDHEG,Hepatitis E IgG (anti-HEV)
LBDHEM,Hepatitis E IgM (anti-HEV)
LBXHE1,Herpes Simplex Virus Type 1
LBXHE2,Herpes Simplex Virus Type 2
URXAAC,A-a-C (pg/mL)
URDAACLC,A-a-C (pg/mL) Comment Code
URXGLP1,Glu-P-1 (pg/mL)
URDGP1LC,Glu-P-1 (pg/mL) Comment Code
URXGLP2,GLU-P-2 (pg/mL)
URDGP2LC,GLU-P-2 (pg/mL) Comment Code
URXHM,Harman (pg/mL)
URDHMLC,Harman (pg/mL) Comment Code
URXIQ,IQ (pg/mL)
URDIQLC,IQ (pg/mL) Comment Code
URXMAAC,MeA-a-C (pg/mL)
URDMACLC,MeA-a-C (pg/mL) Comment Code
URXNHM,Norharman (pg/mL)
URDNHMLC,Norharman (pg/mL) Comment Code
URXPHIP,PhlP (pg/mL)
URDPHPLC,PhlP (pg/mL) Comment Code
URXTRP1,Trp-P-1 (pg/mL)
URDTP1LC,Trp-P-1 (pg/mL) Comment Code
URXTRP2,Trp-P-2 (pg/mL)
